Name,Car_Price,Kilometers_Driven,Price_per_Km
Volkswagen Polo Petrol Highline 1.2L,4.65,74000,6.283783783783784e-05
Honda CR-V 2.0L 2WD MT,9.75,56100,0.00017379679144385028
Hyundai Grand i10 1.2 Kappa Asta,4.4,61325,7.174887892376682e-05
Maruti Swift Dzire VXI,3.99,33000,0.00012090909090909091
BMW 5 Series 2003-2012 530d,45.73,18090,0.0025279159756771696
Ford Ecosport 1.5 DV5 MT Ambiente,5.27,71390,7.381986272587196e-05
Honda City i DTec V,7.25,67000,0.0001082089552238806
Tata Indigo LS,1.6,99000,1.616161616161616e-05
Renault Duster 110PS Diesel RxL,6.0,142000,4.225352112676056e-05
Hyundai i10 Sportz,3.0,26966,0.0001112512052213899
Honda Jazz 1.2 SV i VTEC,4.95,27628,0.00017916606341392792
Maruti SX4 S Cross DDiS 200 Zeta,8.99,82497,0.00010897365964822964
Honda Accord VTi-L MT,1.85,86000,2.1511627906976744e-05
Volkswagen Polo Petrol Comfortline 1.2L,6.16,26981,0.00022830880990326526
Maruti Ritz VDi,3.5,110471,3.1682523015089936e-05
Honda Amaze S Petrol,4.5,69000,6.521739130434782e-05
Hyundai i20 1.2 Asta Option,7.75,12000,0.0006458333333333333
Renault Duster 85PS Diesel RxL,6.6,77500,8.516129032258064e-05
Hyundai Grand i10 Magna,4.98,48031,0.00010368303803793385
BMW 3 Series 320d Highline,9.75,170000,5.735294117647059e-05
Ford Ecosport 1.5 DV5 MT Trend,5.55,69565,7.978149931718536e-05
Volkswagen Vento 1.5 TDI Highline AT,10.3,45492,0.0002264134353292887
Honda Accord 2.4 AT,7.5,85000,8.823529411764706e-05
Chevrolet Aveo 1.4,1.8,55902,3.219920575292476e-05
Volkswagen Polo 1.2 MPI Highline Plus,6.25,18500,0.00033783783783783786
Mahindra Xylo D4 BS III,6.8,129750,5.240847784200385e-05
Hyundai i10 Magna AT,3.0,50902,5.89367804801383e-05
Mahindra XUV500 W8 4WD,11.6,84725,0.00013691354381823546
Hyundai Elantra CRDi SX,6.95,40000,0.00017375
Volkswagen Passat 1.8 TSI MT,3.5,60000,5.833333333333333e-05
Hyundai Grand i10 1.2 Kappa Sportz,5.5,33496,0.00016419871029376643
Hyundai i20 Asta Option 1.2,5.65,25000,0.00022600000000000002
Chevrolet Enjoy TCDi LS 8 Seater,3.25,71000,4.577464788732394e-05
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,7.72,20826,0.0003706904830500336
Hyundai Creta 1.6 CRDi SX,12.0,42244,0.0002840640090900483
Chevrolet Beat Diesel PS,1.55,98598,1.5720400008113755e-05
Toyota Fortuner 3.0 Diesel,10.75,62100,0.00017310789049919484
Hyundai i20 Sportz Option 1.2,6.72,44238,0.000151905601519056
Audi Q7 3.0 TDI quattro,28.55,91743,0.0003111954045540259
Porsche Panamera Diesel,75.0,19828,0.0037825297559007463
Honda City i VTEC VX,10.49,36891,0.00028435119676885963
Mahindra Quanto C4,3.8,90049,4.219924707659163e-05
Audi A4 2.0 TDI Multitronic,18.5,74002,0.00024999324342585337
Hyundai Sonata Transform 2.4 GDi AT,6.0,41000,0.00014634146341463414
Hyundai Verna 1.6 SX,5.5,83678,6.572814837830733e-05
Maruti Wagon R LXI BS IV,2.3,91000,2.5274725274725272e-05
Maruti Ertiga SHVS ZDI Plus,8.7,50000,0.00017399999999999997
Hyundai Xcent 1.1 CRDi S Option,4.95,58000,8.53448275862069e-05
Maruti Swift VDI,4.25,80000,5.3125e-05
Mahindra XUV500 W6 2WD,10.94,41290,0.00026495519496246066
BMW 5 Series 520d Luxury Line,21.26,65000,0.0003270769230769231
Toyota Corolla Altis 1.8 G,11.5,16471,0.0006981968307935159
Hyundai i20 Asta 1.4 CRDi,6.0,54339,0.00011041793187213604
Mahindra KUV 100 mFALCON G80 K2,4.1,24025,0.00017065556711758583
Maruti Alto 800 2016-2019 LXI,2.01,24027,8.365588712698214e-05
Fiat Punto EVO 1.2 Emotion,2.6,59270,4.386704909735111e-05
Maruti Wagon R VXI BS IV,2.35,40000,5.8750000000000005e-05
Mitsubishi Pajero 4X4 LHD,9.15,155566,5.881747939781186e-05
Honda Brio EX MT,2.9,42320,6.852551984877126e-05
Hyundai i20 Asta Option 1.4 CRDi,9.18,24153,0.00038007700906719663
Hyundai Creta 1.6 SX Plus Petrol Automatic,11.45,27000,0.00042407407407407406
Honda Amaze S i-VTEC,5.53,61795,8.948944089327616e-05
Mahindra KUV 100 mFALCON G80 K6 Plus,3.75,13500,0.0002777777777777778
Honda City i-VTEC CVT VX,12.5,4500,0.002777777777777778
Mahindra XUV500 AT W10 FWD,15.5,23000,0.0006739130434782609
Mercedes-Benz New C-Class 220 CDI AT,14.5,80578,0.00017994986224527786
Renault Duster 110PS Diesel RxZ AMT,12.46,42646,0.00029217277118604324
Volkswagen Polo 1.2 MPI Comfortline,5.25,30000,0.000175
BMW 5 Series 520d Sedan,14.5,90000,0.0001611111111111111
Mercedes-Benz S Class 2005 2013 S 350 CDI,25.0,98000,0.00025510204081632655
Hyundai Santro GLS II - Euro II,2.66,66400,4.006024096385542e-05
Jaguar XJ 3.0L Premium Luxury,45.0,50000,0.0009
Maruti Swift VDI,5.1,63310,8.055599431369451e-05
Honda Amaze S i-Dtech,3.5,66000,5.303030303030303e-05
BMW 3 Series 320d Highline,12.5,74000,0.00016891891891891893
Hyundai Verna 1.4 EX,5.55,93000,5.967741935483871e-05
Toyota Fortuner 4x2 4 Speed AT,19.48,70000,0.0002782857142857143
Maruti Swift VXI,3.91,48772,8.016894939719512e-05
Chevrolet Beat LS,2.19,66000,3.318181818181818e-05
Hyundai Grand i10 Asta Option AT,6.89,27417,0.0002513039355144618
Ford Figo Petrol ZXI,3.47,51593,6.725718605237145e-05
Maruti Swift VXI BSIII,2.85,75000,3.8e-05
Audi A4 35 TDI Premium,25.64,39237,0.0006534648418584499
Honda City V MT,10.28,11966,0.000859100785559084
Honda Jazz V,6.3,37000,0.00017027027027027026
Volkswagen Polo 1.5 TDI Highline,4.75,70920,6.697687535250987e-05
Nissan Terrano XL D Option,5.8,65280,8.884803921568627e-05
Land Rover Discovery Sport SD4 HSE Luxury 7S,44.5,62000,0.000717741935483871
Hyundai i20 Magna Optional 1.2,4.65,44525,0.00010443571027512634
Honda City 1.5 E MT,3.6,86863,4.144457363894869e-05
Mahindra XUV500 W10 AWD,12.25,102626,0.00011936546294311384
Jeep Compass 2.0 Limited Option 4X4,20.0,45000,0.00044444444444444447
Mahindra XUV500 W10 AWD,16.0,22000,0.0007272727272727272
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,6.21,108905,5.702217529039071e-05
Datsun GO Plus T,3.25,12800,0.00025390625
Mahindra Scorpio S6 Plus 7 Seater,9.75,32000,0.0003046875
Honda Amaze S AT i-Vtech,4.45,39000,0.00011410256410256411
Honda City i-DTEC ZX,12.0,42000,0.00028571428571428574
Tata Indigo GLE,0.8,73000,1.0958904109589042e-05
Hyundai Grand i10 1.2 CRDi Sportz,5.95,48000,0.00012395833333333334
Hyundai Verna 1.4 CX VTVT,5.25,19000,0.0002763157894736842
Toyota Innova Crysta 2.4 VX MT,22.2,33598,0.0006607536162866837
BMW X1 sDrive20d,13.5,63000,0.00021428571428571427
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,13.5,48000,0.00028125
Ford Figo Diesel ZXI,3.47,66000,5.2575757575757576e-05
Mahindra Ssangyong Rexton RX7,9.5,80000,0.00011875
Volkswagen Vento Petrol Highline,4.8,37000,0.00012972972972972972
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,6.54,35058,0.00018654800616121857
Volkswagen Polo Petrol Comfortline 1.2L,3.1,52000,5.9615384615384616e-05
Maruti S Cross DDiS 200 Delta,7.99,61313,0.00013031494136643126
Toyota Corolla Altis G,3.3,45000,7.333333333333333e-05
Maruti Ertiga ZDI,8.75,74000,0.00011824324324324324
Hyundai i10 Asta Sunroof AT,4.19,89000,4.707865168539326e-05
Mercedes-Benz CLA 200 CDI Sport,30.77,13414,0.002293872073952587
Honda City ZX VTEC,2.11,95000,2.2210526315789473e-05
Mahindra KUV 100 G80 K8,6.25,15900,0.00039308176100628933
Toyota Fortuner 3.0 Diesel,11.4,151000,7.549668874172185e-05
Honda City 1.5 V MT,5.2,65000,8e-05
Audi A6 35 TDI Matrix,39.84,36824,0.0010819031066695633
Ford Figo Diesel ZXI,4.45,65287,6.816058327078898e-05
Mercedes-Benz GLA Class 200 CDI,19.5,52000,0.000375
Chevrolet Aveo U-VA 1.2 LS,1.75,33000,5.303030303030303e-05
Ford Figo 2015-2019 1.5D Titanium MT,5.1,71000,7.183098591549296e-05
Hyundai Elantra CRDi SX AT,6.8,71000,9.577464788732394e-05
Maruti Baleno Zeta CVT,5.74,20000,0.00028700000000000004
Maruti Swift LXi BSIV,3.3,71000,4.6478873239436617e-05
Mercedes-Benz CLS-Class 2006-2010 350 CDI,32.0,29000,0.001103448275862069
BMW 3 Series Luxury Line,35.0,27000,0.0012962962962962963
Maruti Dzire AMT ZDI Plus,8.9,19000,0.00046842105263157895
Hyundai Verna 1.6 SX VTVT,4.0,58000,6.896551724137931e-05
Jeep Compass 2.0 Longitude,19.46,42203,0.00046110466080610384
Hyundai Sonata Embera 2.0L CRDi AT,5.25,94000,5.585106382978723e-05
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,9.22,4900,0.0018816326530612247
Hyundai EON Era Plus,1.8,70000,2.5714285714285714e-05
BMW 5 Series 2013-2017 530d M Sport,31.75,65266,0.00048647075046731836
Maruti Ertiga VDI,5.99,54569,0.00010976928292620353
Honda Amaze E i-Vtech,4.94,51361,9.618192792196414e-05
Ford Fiesta 1.4 Duratec ZXI,1.5,125000,1.2e-05
Honda Civic 2006-2010 1.8 V MT,3.25,66000,4.9242424242424245e-05
Maruti Ertiga ZDI,6.5,22281,0.00029172837843902875
Hyundai Grand i10 CRDi Sportz,3.71,63210,5.869324473975637e-05
Hyundai Xcent 1.2 VTVT E Plus,5.0,31000,0.00016129032258064516
Hyundai i10 Era,1.99,60000,3.316666666666667e-05
Honda Amaze S i-Vtech,4.25,32006,0.00013278760232456415
Audi A6 2.7 TDI,8.0,78000,0.00010256410256410256
Hyundai i10 Magna 1.2 iTech SE,2.95,9489,0.0003108862893877121
Renault KWID RXT Optional,3.5,5000,0.0007
Audi A4 New 2.0 TDI Multitronic,16.0,60000,0.0002666666666666667
Maruti Alto 800 LXI Airbag,2.75,50000,5.5e-05
Honda City i VTEC VX Option,6.95,53000,0.00013113207547169812
Mercedes-Benz New C-Class C250 Avantgarde,12.5,64000,0.0001953125
Audi Q5 3.0 TDI Quattro Technology,36.83,43827,0.0008403495562096425
Volkswagen Polo 1.2 MPI Comfortline,2.7,36431,7.411270621174276e-05
Hyundai Creta 1.4 E Plus Diesel,9.9,35000,0.00028285714285714286
Honda City 1.5 V MT,3.83,94832,4.0387211067993925e-05
Honda City 1.5 S MT,5.25,88381,5.940190764983424e-05
Maruti S Cross DDiS 320 Alpha,7.75,45194,0.00017148294021330265
Maruti SX4 Vxi BSIV,2.46,66000,3.727272727272727e-05
Maruti Swift Dzire VDI,3.96,38578,0.0001026491782881435
Maruti Ertiga ZDI,8.25,40000,0.00020625
Hyundai i20 1.2 Spotz,7.58,20632,0.0003673904614191547
Hyundai Grand i10 CRDi Magna,3.99,73042,5.462610552832617e-05
Honda City i VTEC SV,6.25,54257,0.00011519250972224783
Skoda Rapid 1.6 TDI Elegance,5.0,93000,5.3763440860215054e-05
Mercedes-Benz E-Class E270 CDI,4.65,102000,4.558823529411765e-05
Hyundai Santa Fe 4WD AT,21.37,28881,0.0007399328278106714
Maruti Alto LXi,1.75,52195,3.3528115719896544e-05
ISUZU D-MAX V-Cross 4X4,16.09,20422,0.0007878758201939085
Hyundai Verna 1.4 CRDi GL,4.1,38000,0.00010789473684210526
Ford Figo Diesel ZXI,3.56,92885,3.832696344942671e-05
Honda City 1.5 S MT,4.21,43000,9.790697674418604e-05
Hyundai Verna 1.6 CRDi S,6.6,57000,0.00011578947368421052
Hyundai Creta 1.6 SX Plus Petrol Automatic,14.35,32434,0.0004424369488808041
Ford Ecosport 1.5 DV5 MT Titanium,9.5,32000,0.000296875
BMW X6 xDrive30d,21.9,59000,0.0003711864406779661
BMW 5 Series 2013-2017 520d Luxury Line,30.45,76467,0.0003982109929773628
Ford Figo Aspire 1.5 TDCi Ambiente,5.1,100000,5.1e-05
Hyundai Verna VTVT 1.6 AT EX,5.44,37086,0.0001466860810009168
Ford Ikon 1.4 TDCi DuraTorq,1.6,135000,1.1851851851851853e-05
Audi A6 2011-2015 2.0 TDI,16.67,54862,0.000303853304655317
Hyundai i20 2015-2017 Sportz AT 1.4,3.85,56200,6.850533807829181e-05
Toyota Fortuner 2.8 4WD MT,10.64,169006,6.295634474515698e-05
Renault KWID RXT,3.5,20229,0.0001730189332146918
Chevrolet Spark 1.0 LT,1.1,62000,1.774193548387097e-05
Hyundai Verna Transform VTVT,2.6,51500,5.048543689320389e-05
BMW 3 Series 320d Sport Line,18.5,69000,0.0002681159420289855
Maruti Swift Dzire VDI,7.95,62476,0.00012724886356360842
Hyundai Xcent 1.2 CRDi E Plus,5.49,60500,9.074380165289257e-05
Honda Jazz V CVT,6.95,17978,0.0003865836021804428
Tata Indigo LS,1.0,300000,3.3333333333333333e-06
Ford Fiesta Classic 1.4 Duratorq CLXI,4.45,123000,3.617886178861789e-05
Maruti S-Cross Alpha DDiS 200 SH,6.99,45296,0.00015431826209819853
Maruti SX4 Zxi with Leather BSIII,3.51,77325,4.539282250242483e-05
Maruti Baleno Zeta Automatic,7.54,25858,0.00029159254389357256
Maruti Ritz LDi,3.65,120000,3.0416666666666666e-05
Hyundai Elantra CRDi SX AT,16.0,22000,0.0007272727272727272
Chevrolet Spark 1.0 LT,1.4,11000,0.00012727272727272725
Hyundai i20 1.2 Spotz,6.45,3900,0.001653846153846154
Hyundai Xcent 1.1 CRDi Base,4.4,106092,4.1473438148022476e-05
Honda Jazz 1.2 V CVT i VTEC,5.95,27000,0.00022037037037037037
Honda Brio S MT,3.9,11000,0.00035454545454545455
Mercedes-Benz E-Class E250 CDI Avantgrade,35.28,39753,0.0008874801901743265
Tata Hexa XT,14.25,39800,0.00035804020100502513
Hyundai Xcent 1.1 CRDi Base,4.5,73000,6.164383561643835e-05
Ford Ecosport 1.5 DV5 MT Titanium Optional,7.5,55000,0.00013636363636363637
Tata Nano XTA,3.41,18351,0.00018582093618876356
Honda Brio VX,3.25,45000,7.222222222222222e-05
Maruti Ertiga SHVS ZDI Plus,8.3,112200,7.397504456327986e-05
Hyundai i10 Sportz 1.2,3.45,29000,0.00011896551724137932
Mahindra XUV500 W10 2WD,11.95,53392,0.0002238163020677255
Volkswagen Vento Diesel Highline,4.25,71000,5.9859154929577465e-05
Tata Safari Storme 2012-2015 VX,8.25,93000,8.870967741935484e-05
Honda Accord 2.4 Elegance M/T,5.95,119000,5e-05
Maruti Eeco 7 Seater Standard,4.3,42225,0.00010183540556542333
Maruti Swift VDI,3.9,65000,6e-05
Maruti Baleno Zeta Automatic,6.41,27809,0.00023050091696932647
Mahindra XUV500 W8 2WD,8.36,65100,0.00012841781874039937
Hyundai Xcent 1.2 Kappa S,3.85,51000,7.549019607843137e-05
Mercedes-Benz New C-Class C 220 CDI Style,36.0,10000,0.0036
Skoda Superb 1.8 TSI MT,7.5,54895,0.00013662446488751253
Volkswagen CrossPolo 1.5 TDI,5.7,80768,7.057250396196514e-05
Maruti Ignis 1.2 Delta,5.5,12076,0.000455448824113945
Maruti Swift VDI BSIV,5.9,49000,0.00012040816326530613
Honda City i VTEC VX Option,7.75,42366,0.0001829297077845442
BMW 5 Series 530d Highline Sedan,18.0,68000,0.00026470588235294115
Skoda Laura Ambiente,4.4,122397,3.5948593511278876e-05
Volkswagen Polo GT TSI,8.27,50534,0.000163652194562077
Renault Duster 85PS Diesel RxL,4.75,55300,8.589511754068716e-05
Honda City 1.5 S AT,3.8,73095,5.19871400232574e-05
Volkswagen Vento Diesel Highline,3.4,51100,6.65362035225049e-05
Hyundai Grand i10 Sportz,4.7,13436,0.0003498064900267937
Ford Fiesta 1.4 ZXi Duratec,1.49,76000,1.9605263157894736e-05
Hyundai Xcent 1.1 CRDi S,4.5,63141,7.126906447474699e-05
Honda Amaze VX i-DTEC,5.4,74885,7.211056953996128e-05
Honda City i VTEC CVT VX,11.5,14000,0.0008214285714285715
Renault Fluence 1.5,3.5,56000,6.25e-05
BMW 5 Series 520d Luxury Line,16.5,46000,0.00035869565217391304
Maruti SX4 ZXI MT BSIV,3.9,51800,7.528957528957529e-05
Honda City ZX CVT,3.25,81000,4.0123456790123456e-05
Volkswagen Ameo 1.2 MPI Comfortline,5.84,17370,0.0003362118595279217
Volkswagen Ameo 1.2 MPI Comfortline,5.75,18456,0.00031155179887299523
Audi A4 2.0 TDI Multitronic,10.0,59000,0.00016949152542372882
Maruti Wagon R VXI,1.05,141537,7.418554865512199e-06
Hyundai Verna SX CRDi AT,5.64,51000,0.00011058823529411764
Mercedes-Benz GLC 220d 4MATIC Style,50.97,29311,0.001738937600218348
BMW 3 Series Luxury Line,29.95,31000,0.0009661290322580645
Honda Mobilio V Option i DTEC,4.85,80000,6.0624999999999996e-05
Hyundai Creta 1.6 CRDi AT SX Plus,14.5,33000,0.00043939393939393937
Honda City 1.5 S MT,5.5,71556,7.686287662809548e-05
Ford Fiesta 1.4 TDCi EXI,3.2,85000,3.7647058823529415e-05
Maruti Swift Dzire LDI,4.5,91000,4.945054945054945e-05
Mercedes-Benz E-Class E250 CDI Launch Edition,30.72,73187,0.0004197466763222977
Chevrolet Captiva LT,3.5,232000,1.5086206896551724e-05
Toyota Innova 2.5 V Diesel 7-seater,6.99,127079,5.5005154274112954e-05
Mahindra Quanto C8,3.45,58816,5.865750816104462e-05
Honda City i VTEC V,6.57,63818,0.00010294901125074431
Audi A4 2.0 TDI 177 Bhp Premium Plus,17.5,40000,0.0004375
Volkswagen Polo Diesel Comfortline 1.2L,3.75,77445,4.84214603912454e-05
Ford EcoSport 1.5 Petrol Titanium Plus AT,9.99,14000,0.0007135714285714285
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,8.2,85122,9.633232301872605e-05
Honda City 1.5 EXI,1.1,123000,8.94308943089431e-06
Maruti Alto 800 2016-2019 LXI Optional,2.45,63714,3.845308723357504e-05
Mercedes-Benz M-Class ML 320 CDI,13.75,53000,0.00025943396226415095
Maruti Swift Dzire LDI,3.0,60000,5e-05
Maruti Vitara Brezza ZDi Plus Dual Tone,9.25,33000,0.0002803030303030303
Volvo S60 D5 Summum,17.65,31000,0.0005693548387096773
Toyota Fortuner 4x2 AT,18.25,79000,0.0002310126582278481
Hyundai i20 Sportz Option Diesel,3.45,67914,5.079954059545897e-05
Audi A4 35 TDI Premium,23.75,58970,0.00040274715957266407
Nissan Terrano XV D Pre,5.45,60000,9.083333333333334e-05
Maruti Celerio ZXI AMT,5.25,35225,0.000149041873669269
Hyundai i10 Sportz AT,2.9,62282,4.656240968498121e-05
BMW 3 Series 320d,14.2,80000,0.00017749999999999998
Hyundai Grand i10 Sportz,5.8,43698,0.00013272918669046639
Hyundai Grand i10 Asta Option AT,7.22,28052,0.0002573791530015685
Hyundai Grand i10 1.2 Kappa Sportz,4.87,29091,0.00016740572685710359
Volkswagen Polo 1.2 MPI Comfortline,3.3,63000,5.238095238095238e-05
Honda City ZX EXi,3.0,91000,3.2967032967032964e-05
Mercedes-Benz GLA Class 200 CDI,26.0,30000,0.0008666666666666666
Maruti Omni 8 Seater BSIV,2.9,24571,0.00011802531439501852
Hyundai Verna 1.6 SX VTVT AT,7.5,45000,0.00016666666666666666
Maruti Alto 800 LXI,2.36,24617,9.586870861599707e-05
Maruti Vitara Brezza ZDi Plus Dual Tone,11.39,26927,0.00042299550636907196
Mahindra XUV500 W8 2WD,7.02,87736,8.001276556943557e-05
Maruti Vitara Brezza ZDi,8.0,35299,0.0002266353154480297
Hyundai i20 1.2 Spotz,7.11,51612,0.0001377586607765636
Mercedes-Benz E-Class 250 D W 210,3.9,55300,7.052441229656419e-05
Maruti Alto LXi,2.15,65090,3.3031187586418806e-05
Honda Amaze S i-Vtech,3.25,40000,8.125e-05
Land Rover Range Rover Sport HSE,70.66,38467,0.0018368991603192346
Hyundai Grand i10 CRDi Magna,4.61,71904,6.411326212728082e-05
Honda Civic 2006-2010 1.8 S MT,2.35,87000,2.7011494252873566e-05
Hyundai Grand i10 CRDi Magna,4.05,33000,0.00012272727272727272
Maruti 800 AC Uniq,0.8,22100,3.6199095022624436e-05
Toyota Etios Liva Diesel,5.6,59589,9.397707630602964e-05
Hyundai i20 Magna 1.4 CRDi,5.35,44000,0.00012159090909090908
Maruti Alto K10 VXI,3.25,12000,0.0002708333333333333
BMW X1 sDrive20d,11.5,66000,0.00017424242424242425
Maruti Celerio VXI AT,4.25,38009,0.00011181562261569628
Skoda Superb Elegance 1.8 TSI AT,4.45,35000,0.00012714285714285714
Mahindra Xylo E4,2.85,70000,4.0714285714285717e-05
Mahindra XUV500 W8 2WD,7.85,86000,9.127906976744186e-05
Maruti Swift Dzire VXI,5.3,32000,0.000165625
Ford Ecosport 1.0 Ecoboost Platinum Edition,8.0,15000,0.0005333333333333334
Toyota Corolla Altis Diesel D4DG,9.43,69918,0.0001348722789553477
Hyundai i20 2015-2017 1.2 Magna,2.75,39000,7.051282051282051e-05
Renault Captur 1.5 Diesel Platine Mono,13.5,1011,0.013353115727002967
Mercedes-Benz E-Class 280 CDI,9.99,85000,0.00011752941176470589
Maruti Baleno RS 1.0 Petrol,6.95,46663,0.0001489402738786619
Nissan Sunny 2011-2014 XL AT Special Edition,6.75,27000,0.00025
Hyundai Grand i10 AT Asta,5.5,15000,0.00036666666666666667
Maruti Ciaz Zeta,9.18,10575,0.0008680851063829787
Hyundai Xcent 1.2 Kappa S,4.15,12500,0.00033200000000000005
Hyundai Verna 1.6 SX CRDi (O),6.5,52000,0.000125
Maruti Wagon R VXI 1.2,4.11,49818,8.250030109598941e-05
Hyundai Verna CRDi,2.25,90000,2.5e-05
Toyota Etios Liva G,4.56,52207,8.734460896048422e-05
Mahindra Xylo E4 ABS BS III,4.0,167362,2.3900287998470383e-05
Toyota Etios Liva GD,5.27,49894,0.00010562392271615824
Mahindra Thar DI 4X4,9.11,13024,0.000699477886977887
Nissan X-Trail SLX MT,6.2,128000,4.84375e-05
Toyota Innova Crysta 2.8 ZX AT,19.97,26023,0.0007673980709372478
Hyundai Creta 1.4 CRDi S,10.17,42784,0.00023770568436798804
Maruti Swift VDI,4.5,115000,3.91304347826087e-05
Hyundai Verna 1.6 CRDI SX Option,14.28,30529,0.0004677519735333617
Maruti Alto LXi BSIII,2.47,14814,0.00016673417037937088
Maruti S Cross DDiS 200 Alpha,7.9,58000,0.00013620689655172415
Hyundai EON Era,2.3,68128,3.375998121183654e-05
Nissan Terrano XL,6.5,63220,0.00010281556469471686
Hyundai EON Era,3.25,30000,0.00010833333333333333
Tata Zest Quadrajet 1.3 XT,5.85,27768,0.00021067415730337076
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,29.0,53000,0.0005471698113207547
Audi Q5 2.0 TDI Premium Plus,25.71,87652,0.0002933190343631634
Ford Fiesta 1.6 ZXi Leather,1.85,94873,1.9499752300443753e-05
BMW 3 Series 320d Prestige,22.75,56000,0.00040625
Maruti Baleno RS 1.0 Petrol,8.32,18678,0.0004454438376699861
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,26.0,30000,0.0008666666666666666
Hyundai i10 Sportz 1.2,3.45,59000,5.8474576271186446e-05
Hyundai Grand i10 Asta Option,5.15,13000,0.00039615384615384615
Honda Brio S MT,3.51,74325,4.7225025227043384e-05
Hyundai i20 Magna 1.4 CRDi (Diesel),3.45,45000,7.666666666666667e-05
Volkswagen Polo Petrol Highline 1.2L,3.75,57000,6.578947368421052e-05
Honda City 1.5 EXI,1.45,125943,1.1513144835362028e-05
Skoda Octavia Ambiente 1.9 TDI,2.2,80000,2.75e-05
Ford Endeavour 2.5L 4X2,7.99,154000,5.1883116883116885e-05
Chevrolet Cruze LTZ,6.75,62000,0.00010887096774193549
Honda CR-V AT With Sun Roof,11.99,27000,0.0004440740740740741
Honda Mobilio V i DTEC,5.0,45000,0.00011111111111111112
Maruti Ertiga VDI,5.9,105000,5.619047619047619e-05
Hyundai Grand i10 Sportz,3.75,26000,0.00014423076923076924
Jaguar XF 3.0 Litre S Premium Luxury,29.5,30900,0.0009546925566343042
Honda Amaze VX i-Vtech,4.75,48000,9.895833333333333e-05
Audi A6 2.7 TDI,11.5,112719,0.000102023616249257
Hyundai i20 1.2 Spotz,6.95,5000,0.00139
Volkswagen Ameo 1.2 MPI Highline Plus 16,5.4,16000,0.0003375
Renault Fluence 2.0,4.75,63000,7.53968253968254e-05
Maruti Alto K10 VXI,2.15,28300,7.597173144876325e-05
Maruti Alto Std,0.9,49000,1.836734693877551e-05
Maruti Wagon R VXI BS IV,3.5,12501,0.00027997760179185663
Fiat Linea 1.3 Emotion,5.85,56628,0.00010330578512396694
Maruti Swift Dzire Vdi BSIV,3.15,105000,3e-05
Renault Scala Diesel RxL,6.0,52126,0.0001151057054061313
Hyundai i20 Magna,2.23,38000,5.868421052631579e-05
Hyundai Xcent 1.2 Kappa SX Option,2.5,50000,5e-05
Maruti Wagon R LXI,3.87,50230,7.704559028469042e-05
Mahindra XUV500 W8 2WD,9.5,31000,0.0003064516129032258
Toyota Fortuner 4x2 AT,17.75,79000,0.00022468354430379747
Renault Duster 110PS Diesel RxZ Plus,3.75,130000,2.8846153846153845e-05
Hyundai Santro Xing GLS,1.5,115000,1.3043478260869566e-05
Hyundai Verna 1.6 SX VTVT,5.0,41500,0.00012048192771084337
BMW X1 sDrive 20d Exclusive,17.0,54385,0.000312586191045325
Honda Civic 2006-2010 1.8 V AT,4.38,56361,7.771331239687018e-05
Audi A6 35 TFSI Matrix,41.5,22000,0.0018863636363636363
Maruti Wagon R LXI BS IV,3.0,8000,0.000375
Maruti Vitara Brezza ZDi Plus Dual Tone,11.0,28741,0.00038272850631502033
Land Rover Discovery 3 TDV6 Diesel Automatic,14.0,117236,0.00011941724385001195
Maruti Dzire New,7.65,30500,0.00025081967213114756
Hyundai Verna VTVT 1.6 SX,8.7,5000,0.0017399999999999998
Maruti Ertiga ZDI Plus,9.9,42000,0.0002357142857142857
Hyundai Accent GLE,2.05,32773,6.255149055625057e-05
Hyundai i20 1.2 Sportz,5.25,19008,0.00027619949494949494
Hyundai Verna VTVT 1.6 SX,5.77,32542,0.00017730932333599655
Maruti Alto LX,1.95,94753,2.057982333013203e-05
Mahindra Scorpio VLX,7.45,70000,0.00010642857142857143
Maruti Wagon R LXI,2.6,68347,3.804117225335421e-05
Hyundai i20 1.2 Sportz,3.25,72000,4.513888888888889e-05
Maruti Ritz VDi,3.85,75014,5.132375289945877e-05
Renault Koleos 2.0 Diesel,7.5,65000,0.00011538461538461538
BMW 3 Series 320d,11.5,55598,0.00020684197273283212
Honda Brio V MT,3.25,50000,6.5e-05
Hyundai Sonata GOLD,1.5,44200,3.393665158371041e-05
Maruti Swift Dzire VDi,5.31,65000,8.169230769230768e-05
Mahindra XUV500 W8 4WD,9.0,49000,0.0001836734693877551
Hyundai i10 Sportz 1.1L,3.59,7200,0.0004986111111111111
Maruti Ciaz ZXi Plus,7.35,43152,0.0001703281423804227
Toyota Innova 2.5 V Diesel 8-seater,12.0,112000,0.00010714285714285714
Hyundai Grand i10 Sportz,6.02,23540,0.00025573491928632114
Chevrolet Optra Magnum 2.0 LS BSIII,2.57,82160,3.1280428432327164e-05
