Name,Year,Fuel_Type,Price
Hyundai Verna CRDi,2010,Diesel,4.45
Maruti Omni E MPI STD BS IV,2015,Petrol,2.35
Honda City i VTEC SV,2015,Petrol,5.0
Audi A7 2011-2015 Sportback,2012,Diesel,28.0
Ford Fiesta 1.4 ZXi Leather,2007,Petrol,2.0
Hyundai i20 1.4 Asta,2015,Diesel,6.35
Mercedes-Benz E-Class E250 CDI Avantgrade,2015,Diesel,24.63
Ford EcoSport 1.5 TDCi Trend Plus,2016,Diesel,7.9
Hyundai i20 1.2 Magna,2011,Petrol,3.25
Honda City i VTEC V,2016,Petrol,8.25
Nissan Micra Diesel XV,2011,Diesel,2.85
Ford Figo Diesel EXI,2010,Diesel,3.2
Nissan Micra XL,2013,Petrol,1.75
Honda Accord 2.4 MT,2009,Petrol,5.75
Skoda Superb Elegance 1.8 TSI AT,2010,Petrol,4.7
Maruti Omni 8 Seater BSIV,2017,Petrol,2.9
Hyundai i20 Magna Optional 1.4 CRDi,2012,Diesel,4.25
Hyundai Creta 1.6 CRDi AT SX Plus,2017,Diesel,14.5
Maruti Swift VDI BSIV,2016,Diesel,5.34
Maruti Swift LDI BSIV,2014,Diesel,3.85
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,Diesel,8.5
Hyundai Xcent 1.1 CRDi Base,2016,Diesel,4.2
Maruti Ertiga Paseo VDI,2016,Diesel,6.75
Ford Endeavour 3.2 Trend AT 4X4,2016,Diesel,26.0
Hyundai i20 1.4 Sportz,2019,Diesel,8.61
Maruti Zen Estilo LXI BS IV,2009,Petrol,1.46
Maruti Ritz VDi,2011,Diesel,2.8
Honda City 1.5 S MT,2014,Petrol,5.47
Maruti Swift Dzire ZXi,2009,Petrol,2.45
BMW X1 sDrive 20d Sportline,2014,Diesel,21.5
Tata Manza Aqua Safire,2010,Petrol,1.38
Mahindra XUV500 W10 2WD,2016,Diesel,13.5
Hyundai i10 Sportz AT,2009,Petrol,3.1
Maruti Baleno Sigma 1.2,2016,Petrol,5.49
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,Diesel,9.51
Ford Figo Petrol ZXI,2012,Petrol,2.39
Volkswagen Vento Sport 1.2 TSI AT,2014,Petrol,5.65
Mahindra Xylo D2 BS III,2010,Diesel,1.85
Porsche Cayenne Base,2019,Petrol,2.02
Maruti Swift Dzire VDi,2013,Diesel,5.8
Volkswagen Polo 1.2 MPI Highline Plus,2017,Petrol,6.9
Hyundai Verna 1.6 VTVT,2013,Petrol,5.35
Hyundai i10 Era 1.1,2010,Petrol,2.85
Mercedes-Benz E-Class E250 CDI Launch Edition,2014,Diesel,22.75
Maruti Zen LXI,1998,Petrol,0.45
Hyundai i10 Sportz,2013,Petrol,4.64
Honda Amaze S i-Dtech,2016,Diesel,5.27
Tata Safari Storme VX,2016,Diesel,10.0
Honda Brio 1.2 S MT,2015,Petrol,3.95
Hyundai i20 Asta,2010,Petrol,3.38
Volkswagen Jetta 2012-2014 1.4 TSI,2018,Petrol,16.8
Honda Jazz Select Edition,2010,Petrol,1.99
Hyundai Grand i10 Sportz,2017,Petrol,5.84
Jaguar XF Diesel,2016,Diesel,36.15
Jaguar XF 2.2 Litre Luxury,2014,Diesel,25.7
Mahindra XUV500 W8 2WD,2013,Diesel,9.24
Maruti S Cross DDiS 320 Alpha,2015,Diesel,7.65
Audi A4 2.0 TDI 177 Bhp Premium Plus,2015,Diesel,25.31
Renault Duster 110PS Diesel RxZ,2013,Diesel,4.75
Maruti Swift Dzire VXI,2014,Petrol,6.69
Volkswagen Polo Petrol Trendline 1.2L,2012,Petrol,3.1
Maruti Omni 8 Seater BSII,2012,Petrol,1.55
Hyundai Grand i10 1.2 Kappa Magna AT,2019,Petrol,6.84
Tata Nano Twist XT,2014,Petrol,1.6
Audi A4 30 TFSI Premium Plus,2017,Petrol,21.73
Volkswagen Polo 1.2 MPI Highline,2015,Petrol,4.75
Maruti Alto 800 LXI,2015,Petrol,2.45
Mini Cooper 5 DOOR D,2019,Diesel,31.55
Audi A4 New 2.0 TDI Multitronic,2012,Diesel,10.25
Ford Endeavour Titanium 4X2,2019,Diesel,27.36
Ford Ecosport 1.5 Ti VCT MT Titanium,2013,Petrol,6.5
Hyundai Grand i10 Magna,2016,Petrol,4.25
Chevrolet Sail 1.2 LS,2014,Petrol,5.5
Maruti Swift Dzire LXI,2015,Petrol,4.0
Tata Zest Revotron 1.2T XM,2017,Petrol,4.65
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,Diesel,28.5
Chevrolet Cruze LTZ,2014,Diesel,7.11
Maruti Ritz VDi,2013,Diesel,3.9
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,Petrol,5.6
Maruti Dzire LDI,2012,Diesel,2.25
Hyundai Verna 1.6 SX,2011,Diesel,3.9
Jaguar XF Diesel,2014,Diesel,28.63
Skoda Superb Elegance 1.8 TSI AT,2013,Petrol,7.25
Maruti Wagon R LXI,2006,Petrol,2.0
Volkswagen Polo Petrol Highline 1.2L,2011,Petrol,3.5
Honda Civic 2010-2013 1.8 S MT,2011,Petrol,5.0
Maruti Wagon R VXI,2014,Petrol,3.45
Maruti Swift Dzire VDI,2013,Diesel,4.5
Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,Petrol,14.36
Hyundai Grand i10 Asta,2016,Petrol,5.5
Nissan Micra Diesel XV Premium,2013,Diesel,3.0
Hyundai Grand i10 1.2 Kappa Asta,2017,Petrol,6.08
Volkswagen Vento Diesel Highline,2013,Diesel,5.0
Toyota Fortuner 4x2 AT,2015,Diesel,20.25
Toyota Innova Crysta 2.8 GX AT,2018,Diesel,18.0
Mercedes-Benz A Class A180 CDI,2015,Diesel,17.5
Hyundai EON D Lite,2013,Petrol,2.1
Hyundai Elantra CRDi SX,2012,Diesel,7.5
Mini Cooper 3 DOOR D,2015,Diesel,24.77
Renault Duster 110PS Diesel RXZ Option,2015,Diesel,8.65
Ford Endeavour 3.2 Titanium AT 4X4,2019,Diesel,35.5
Toyota Corolla Altis GL MT,2014,Petrol,10.5
Mahindra XUV500 W7,2018,Diesel,13.0
BMW 7 Series 730Ld Design Pure Excellence CBU,2012,Diesel,26.5
Maruti Wagon R LX BSIII,2004,Petrol,1.4
Honda City i VTEC SV,2017,Petrol,7.51
Maruti Swift VDI,2014,Diesel,4.3
Honda City i-VTEC CVT VX,2015,Petrol,8.95
Maruti Ertiga VDI,2015,Diesel,6.91
Renault Duster 110PS Diesel RxZ,2016,Diesel,9.75
Maruti Swift Dzire VDi,2010,Diesel,4.0
Maruti Ritz VDi,2011,Diesel,3.65
Mahindra XUV500 W8 4WD,2013,Diesel,10.75
Honda Brio S MT,2015,Petrol,4.51
Mercedes-Benz M-Class ML 350 4Matic,2016,Diesel,49.22
Tata Manza Club Class Quadrajet90 LS,2014,Diesel,3.7
Toyota Innova 2.5 V Diesel 7-seater,2014,Diesel,12.99
Maruti Swift VXI,2015,Petrol,4.15
Hyundai Verna 1.6 EX VTVT,2012,Petrol,4.4
Honda Mobilio S i VTEC,2015,Petrol,4.25
Honda Amaze S i-Vtech,2017,Petrol,4.25
Honda City i-VTEC CVT VX,2017,Petrol,7.7
Land Rover Range Rover 2.2L Dynamic,2015,Diesel,39.75
Honda City i-VTEC V,2017,Petrol,8.5
Mercedes-Benz E-Class 280 Elegance,2008,Petrol,7.0
Ford Ikon 1.3 Flair,2002,Petrol,0.8
Toyota Fortuner 4x2 Manual,2013,Diesel,15.25
Maruti A-Star Vxi,2008,Petrol,2.25
Tata Sumo EX,2016,Diesel,4.85
Honda City V AT,2012,Petrol,6.42
Nissan Micra XV D,2012,Diesel,2.5
Hyundai Verna SX CRDi AT,2011,Diesel,5.75
Maruti 800 Std,2003,Petrol,0.5
Mahindra XUV500 W8 4WD,2015,Diesel,11.52
Maruti SX4 VDI,2014,Diesel,4.5
Hyundai i20 Sportz AT 1.4,2013,Petrol,4.75
Hyundai Creta 1.6 CRDi SX,2019,Diesel,13.54
Mercedes-Benz E-Class E250 CDI Avantgrade,2015,Diesel,23.41
Toyota Fortuner 4x2 AT,2013,Diesel,19.25
Volvo S60 D4 KINETIC,2015,Diesel,20.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2011,Diesel,13.0
Honda Accord 2.4 Elegance M/T,2010,Petrol,3.99
Honda Amaze S i-Dtech,2015,Diesel,4.65
Maruti Dzire ZDI,2013,Diesel,4.65
Maruti Swift LXI,2013,Petrol,3.15
Toyota Corolla Altis G HV AT,2013,Petrol,8.25
Land Rover Range Rover Vogue SE 4.4 SDV8,2012,Diesel,65.0
Maruti Swift VDI,2012,Diesel,4.5
Jeep Compass 2.0 Limited Option 4X4,2017,Diesel,17.5
Maruti Swift VXI BSIV,2016,Petrol,4.31
Honda Jazz 1.2 SV i VTEC,2016,Petrol,6.2
Volkswagen Polo Petrol Trendline 1.2L,2011,Petrol,3.32
Honda Civic 2006-2010 1.8 V AT,2011,Petrol,3.75
Toyota Etios G SP,2013,Petrol,4.7
Hyundai Verna 1.6 SX VTVT,2016,Petrol,6.5
Toyota Innova 2.5 G4 Diesel 8-seater,2009,Diesel,7.25
Maruti SX4 S Cross DDiS 320 Zeta,2016,Diesel,8.94
Ford Freestyle Titanium Plus Petrol,2018,Petrol,7.34
Maruti Baleno Alpha 1.2,2016,Petrol,6.9
Honda Jazz V,2016,Petrol,5.9
Hyundai Verna 1.6 CRDi EX AT,2013,Diesel,6.75
Honda Amaze VX i-DTEC,2014,Diesel,4.1
Audi Q3 30 TDI Premium FWD,2017,Diesel,27.0
Skoda Rapid 2013-2016 1.6 MPI Ambition,2014,Petrol,4.5
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,Diesel,14.5
Maruti Swift Dzire VDI,2014,Diesel,5.25
Tata Indica Vista Quadrajet LS,2012,Diesel,1.2
Toyota Innova 2.5 G (Diesel) 8 Seater,2006,Diesel,4.95
Renault Duster 110PS Diesel RxZ Plus,2013,Diesel,7.5
Mercedes-Benz E-Class E400 Cabriolet,2015,Petrol,48.0
Honda Amaze S i-Dtech,2015,Diesel,4.45
Mercedes-Benz GLE 350d,2018,Diesel,59.65
Maruti Ritz VDi,2015,Diesel,4.38
Maruti Ciaz ZDi Plus SHVS,2016,Diesel,7.9
Hyundai Santro Xing GL,2008,Petrol,1.88
BMW 5 Series 520d Sedan,2008,Diesel,10.5
Maruti Baleno Delta CVT,2018,Petrol,7.29
Ford Fiesta Diesel Titanium Plus,2012,Diesel,6.0
Mahindra XUV500 W8 2WD,2011,Diesel,6.7
Maruti Alto LXi,2009,Petrol,1.5
Mini Cooper 3 DOOR D,2016,Diesel,23.8
Mahindra XUV500 W8 4WD,2014,Diesel,7.77
Hyundai Santro Xing GLS,2012,Petrol,3.32
Maruti Swift VDI,2015,Diesel,4.94
Mercedes-Benz A Class A180 CDI,2013,Diesel,11.0
Renault KWID RXT,2016,Petrol,3.4
Maruti Swift VDI,2013,Diesel,4.17
Maruti Zen LXI,2005,Petrol,1.25
Hyundai Grand i10 Magna AT,2016,Petrol,5.45
Tata Manza Aura Quadrajet BS IV,2012,Diesel,2.59
Mahindra XUV500 W10 AWD,2015,Diesel,12.01
Maruti Swift Dzire 1.2 Vxi BSIV,2010,Petrol,2.45
Audi Q3 35 TDI Quattro Premium Plus,2015,Diesel,29.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2010,Diesel,11.99
Honda City i VTEC CVT VX,2015,Petrol,7.9
Toyota Innova 2.5 GX 7 STR,2010,Diesel,6.25
Chevrolet Beat LT,2011,Petrol,1.8
Honda Jazz 1.2 S i VTEC,2015,Petrol,4.9
Nissan Micra XL Primo,2010,Petrol,2.25
Maruti Ciaz AT ZXi,2017,Petrol,8.89
Toyota Fortuner 4x2 AT,2012,Diesel,15.0
Ford Aspire Ambiente Diesel,2018,Diesel,5.65
Maruti Ertiga ZDI,2014,Diesel,7.0
Maruti Alto 800 LXI,2016,Petrol,2.95
Honda Brio V MT,2013,Petrol,3.3
Hyundai Verna Transform CRDi VGT SX ABS,2010,Diesel,3.5
Honda City 1.5 GXI,2007,Petrol,2.3
Hyundai Creta 1.6 CRDi SX,2017,Diesel,13.69
Toyota Etios Liva GD,2013,Diesel,3.1
Hyundai Sonata Transform 2.4 GDi MT,2014,Petrol,12.75
Hyundai Creta 1.6 CRDi SX Option,2017,Diesel,13.75
Honda Jazz 1.2 SV i VTEC,2017,Petrol,6.75
Volkswagen Vento Diesel Comfortline,2014,Diesel,5.25
Mahindra XUV500 W6 2WD,2015,Diesel,8.75
Mahindra TUV 300 2015-2019 T8,2017,Diesel,8.87
Honda Accord 2001-2003 2.3 VTi L AT,2010,Petrol,6.5
Maruti Ertiga VDI,2012,Diesel,4.5
Mahindra Ssangyong Rexton RX5,2012,Diesel,12.5
Toyota Fortuner 4x2 AT,2014,Diesel,16.8
Maruti Ertiga ZDI,2016,Diesel,8.75
Hyundai Elantra CRDi SX AT,2013,Diesel,8.5
Hyundai i10 Magna 1.2,2011,Petrol,2.21
Maruti Omni MPI STD BSIV,2012,Petrol,1.6
Honda Amaze VX AT i-Vtech,2016,Petrol,6.25
Honda Civic 2006-2010 1.8 V AT,2007,Petrol,2.25
Mercedes-Benz CLA 200 CDI Sport,2019,Diesel,25.75
Skoda Superb 1.8 TFSI MT,2010,Petrol,6.75
Maruti Ciaz ZDi Plus SHVS,2015,Diesel,6.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,Diesel,5.1
Mercedes-Benz M-Class ML 320 CDI,2009,Diesel,10.75
Hyundai Grand i10 CRDi Sportz,2016,Diesel,5.7
Volkswagen Vento Diesel Breeze,2013,Diesel,5.95
Chevrolet Beat Diesel LT,2012,Diesel,2.4
Mahindra Quanto C6,2013,Diesel,3.49
Hyundai i10 Asta 1.2 AT with Sunroof,2011,Petrol,4.0
Toyota Etios Liva 1.4 GD,2013,Diesel,3.85
Toyota Corolla Altis 2008-2013 1.8 VL AT,2010,Petrol,3.95
Hyundai i10 Magna 1.2,2013,Petrol,3.0
Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,Petrol,6.7
Maruti Ritz ZXi,2016,Petrol,6.14
Hyundai i20 Sportz AT 1.4,2012,Petrol,4.4
Maruti Swift Dzire LDI,2017,Diesel,4.25
BMW 7 Series 2007-2012 750Li,2010,Petrol,25.93
Maruti S Cross DDiS 320 Alpha,2016,Diesel,7.0
Toyota Fortuner 4x4 AT,2017,Diesel,25.12
Hyundai EON 1.0 Magna Plus Option O,2017,Petrol,4.45
Hyundai i20 1.4 CRDi Magna,2011,Diesel,2.4
Volkswagen Vento Diesel Highline,2012,Diesel,4.33
Maruti Swift Dzire VXi AT,2017,Petrol,6.93
Hyundai i20 Magna 1.4 CRDi,2014,Diesel,4.25
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2010,Diesel,12.5
Hyundai Grand i10 Sportz,2015,Petrol,4.9
Hyundai i20 1.4 CRDi Sportz,2014,Diesel,4.5
Renault KWID RXT,2016,Petrol,3.0
Hyundai Xcent 1.2 Kappa AT SX Option,2015,Petrol,5.8
Volkswagen Vento Petrol Highline,2011,Petrol,3.33
Chevrolet Cruze LTZ AT,2015,Diesel,6.62
Nissan Terrano XL 110 PS,2015,Diesel,5.75
Hyundai Verna 1.6 SX,2012,Diesel,6.2
Maruti Celerio VXI AMT,2015,Petrol,3.5
Maruti Wagon R LXI,2010,Petrol,2.0
Hyundai i20 Magna Optional 1.4 CRDi,2012,Diesel,4.0
Audi A4 1.8 TFSI,2011,Petrol,9.5
BMW X1 sDrive20d,2013,Diesel,17.5
Skoda Rapid 1.6 MPI AT Elegance Plus,2015,Petrol,6.11
Hyundai i10 Magna,2014,Petrol,3.75
Mitsubishi Pajero 2.8 GLX CRZ,2007,Diesel,6.2
Honda City i DTEC SV,2014,Diesel,6.15
Maruti Alto K10 2010-2014 VXI,2012,Petrol,2.4
Maruti Swift Ldi BSIII,2009,Diesel,2.15
Hyundai Grand i10 Magna,2016,Petrol,3.75
Ford Figo Petrol ZXI,2011,Petrol,2.15
Hyundai Grand i10 SportZ Edition,2015,Petrol,4.75
Maruti SX4 Vxi BSIV,2010,Petrol,2.45
Honda City i-VTEC VX,2017,Petrol,11.15
Renault Duster 110PS Diesel RxZ AMT,2016,Diesel,8.9
Honda Amaze S i-Dtech,2014,Diesel,4.35
Toyota Innova 2.5 Z Diesel 7 Seater,2015,Diesel,12.0
BMW 3 Series 320d Highline,2009,Diesel,8.5
Hyundai i10 Magna 1.1 iTech SE,2017,Petrol,4.27
Renault Duster 85PS Diesel RxL Optional with Nav,2012,Diesel,4.25
Mitsubishi Outlander 2.4,2010,Petrol,9.25
Maruti Vitara Brezza LDi,2017,Diesel,8.61
Mercedes-Benz R-Class R350 CDI 4MATIC,2010,Diesel,28.0
Ford EcoSport 1.5 Diesel Titanium,2018,Diesel,9.25
Hyundai Verna 1.6 CRDI AT SX Option,2016,Diesel,8.6
Volkswagen Polo 1.2 MPI Highline,2018,Petrol,7.53
Renault Duster 110PS Diesel RxL,2014,Diesel,5.75
Honda Brio S Option AT,2012,Petrol,4.15
Ford Figo 2015-2019 1.2P Titanium MT,2017,Petrol,5.84
Audi A6 2.0 TDI Design Edition,2012,Diesel,16.5
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2015,Diesel,43.0
Hyundai i10 Sportz Option,2013,Petrol,3.55
Hyundai i20 1.2 Asta Option,2018,Petrol,8.9
Skoda Octavia L and K 1.9 TDI MT,2006,Diesel,2.5
Hyundai Verna Transform SX VGT CRDi,2010,Diesel,3.85
Hyundai Verna 1.6 SX VTVT (O) AT,2012,Petrol,7.5
Hyundai Getz GVS,2005,Petrol,1.8
Ford Figo Diesel EXI,2010,Diesel,2.25
Audi A6 2011-2015 35 TDI Technology,2015,Diesel,24.25
Volkswagen Polo 1.2 MPI Highline,2015,Petrol,4.35
BMW X1 sDrive20d,2012,Diesel,11.5
Honda City i VTEC SV,2014,Petrol,4.75
Hyundai i20 Sportz Option Diesel,2012,Diesel,4.99
Honda Jazz 1.2 V CVT i VTEC,2018,Petrol,9.15
Maruti Swift 1.3 VXi,2006,Petrol,2.35
Honda CR-V 2.4 AT,2014,Petrol,13.99
Mercedes-Benz A Class A180 CDI,2014,Diesel,19.75
Mahindra XUV500 AT W10 AWD,2018,Diesel,16.77
Mahindra Bolero SLX 2WD,2006,Diesel,2.5
Renault Scala RxL AT,2013,Petrol,3.65
Land Rover Freelander 2 HSE SD4,2012,Diesel,23.5
Maruti Alto 800 VXI,2017,Petrol,3.11
Toyota Etios G,2013,Petrol,4.57
Hyundai i20 Sportz Option,2014,Petrol,5.32
Hyundai i10 Sportz,2012,Petrol,3.2
Maruti Swift VDI BSIV,2016,Diesel,5.63
Hyundai EON Magna Plus,2015,Petrol,3.0
BMW 3 Series 320d,2010,Diesel,9.25
Tata Indigo XL Classic Dicor,2011,Diesel,1.2
Maruti Alto 800 LXI,2015,Petrol,2.15
Volkswagen Polo Diesel Highline 1.2L,2010,Diesel,3.05
Toyota Corolla Altis VL AT,2014,Petrol,11.5
Hyundai Santro Xing GLS,2008,Petrol,2.3
Maruti Swift ZXI,2016,Petrol,4.95
Renault Scala Diesel RxL,2013,Diesel,4.75
Maruti Vitara Brezza ZDi Plus,2018,Diesel,10.15
Nissan Micra XV,2011,Petrol,2.65
Ford Figo Diesel EXI,2015,Diesel,3.8
Honda CR-V 2.0 AT,2017,Petrol,16.68
Nissan Terrano XV 110 PS,2014,Diesel,5.0
Toyota Etios Liva 1.2 G,2011,Petrol,3.75
Hyundai i20 Asta 1.4 CRDi,2013,Diesel,4.11
Ford Figo Aspire 1.2 Ti-VCT Ambiente,2015,Petrol,4.25
Mitsubishi Pajero 2.8 GLX CRZ,2004,Diesel,3.45
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,Diesel,22.5
Toyota Innova 2.0 E,2006,Petrol,4.5
Chevrolet Aveo U-VA 1.2 LS,2007,Petrol,0.9
Hyundai Getz GLS,2006,Petrol,1.85
Honda Amaze S i-Dtech,2013,Diesel,3.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,Diesel,7.34
Volkswagen CrossPolo 1.5 TDI,2015,Diesel,4.25
Hyundai Elite i20 Petrol Sportz,2016,Petrol,6.45
Toyota Innova 2.5 V Diesel 8-seater,2011,Diesel,10.75
Mercedes-Benz M-Class ML 250 CDI,2015,Diesel,27.75
Maruti Wagon R LX BSIII,2005,Petrol,0.99
Ford Endeavour 2.2 Trend AT 4X2,2016,Diesel,24.0
Hyundai Elite i20 Petrol Sportz,2016,Petrol,6.1
Honda WRV i-VTEC VX,2017,Petrol,8.25
Volkswagen Polo Petrol Highline 1.2L,2013,Petrol,4.65
Honda CR-V 2.0L 2WD MT,2014,Petrol,9.75
Hyundai Grand i10 1.2 Kappa Asta,2014,Petrol,4.4
Maruti Swift Dzire VXI,2014,Petrol,3.99
BMW 5 Series 2003-2012 530d,2016,Diesel,45.73
Ford Ecosport 1.5 DV5 MT Ambiente,2014,Diesel,5.27
Honda City i DTec V,2016,Diesel,7.25
Tata Indigo LS,2008,Diesel,1.6
Renault Duster 110PS Diesel RxL,2014,Diesel,6.0
Hyundai i10 Sportz,2010,Petrol,3.0
Honda Jazz 1.2 SV i VTEC,2015,Petrol,4.95
Maruti SX4 S Cross DDiS 200 Zeta,2016,Diesel,8.99
Honda Accord VTi-L MT,2007,Petrol,1.85
Volkswagen Polo Petrol Comfortline 1.2L,2016,Petrol,6.16
Maruti Ritz VDi,2010,Diesel,3.5
Honda Amaze S Petrol,2014,Petrol,4.5
Hyundai i20 1.2 Asta Option,2017,Petrol,7.75
Renault Duster 85PS Diesel RxL,2014,Diesel,6.6
Hyundai Grand i10 Magna,2014,Petrol,4.98
BMW 3 Series 320d Highline,2008,Diesel,9.75
Ford Ecosport 1.5 DV5 MT Trend,2014,Diesel,5.55
Volkswagen Vento 1.5 TDI Highline AT,2016,Diesel,10.3
Honda Accord 2.4 AT,2011,Petrol,7.5
Chevrolet Aveo 1.4,2008,Petrol,1.8
Volkswagen Polo 1.2 MPI Highline Plus,2017,Petrol,6.25
Mahindra Xylo D4 BS III,2015,Diesel,6.8
Hyundai i10 Magna AT,2009,Petrol,3.0
Mahindra XUV500 W8 4WD,2015,Diesel,11.6
Hyundai Elantra CRDi SX,2013,Diesel,6.95
Volkswagen Passat 1.8 TSI MT,2010,Petrol,3.5
Hyundai Grand i10 1.2 Kappa Sportz,2014,Petrol,5.5
Hyundai i20 Asta Option 1.2,2015,Petrol,5.65
Chevrolet Enjoy TCDi LS 8 Seater,2013,Diesel,3.25
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,2015,Petrol,7.72
Hyundai Creta 1.6 CRDi SX,2016,Diesel,12.0
Chevrolet Beat Diesel PS,2013,Diesel,1.55
Toyota Fortuner 3.0 Diesel,2011,Diesel,10.75
Hyundai i20 Sportz Option 1.2,2016,Petrol,6.72
Audi Q7 3.0 TDI quattro,2012,Diesel,28.55
Porsche Panamera Diesel,2013,Diesel,75.0
Honda City i VTEC VX,2016,Petrol,10.49
Mahindra Quanto C4,2012,Diesel,3.8
Audi A4 2.0 TDI Multitronic,2012,Diesel,18.5
Hyundai Sonata Transform 2.4 GDi AT,2013,Petrol,6.0
Hyundai Verna 1.6 SX,2012,Diesel,5.5
Maruti Wagon R LXI BS IV,2010,Petrol,2.3
Maruti Ertiga SHVS ZDI Plus,2016,Diesel,8.7
Hyundai Xcent 1.1 CRDi S Option,2015,Diesel,4.95
Maruti Swift VDI,2012,Diesel,4.25
Mahindra XUV500 W6 2WD,2017,Diesel,10.94
BMW 5 Series 520d Luxury Line,2013,Diesel,21.26
Toyota Corolla Altis 1.8 G,2016,Petrol,11.5
Hyundai i20 Asta 1.4 CRDi,2015,Diesel,6.0
Mahindra KUV 100 mFALCON G80 K2,2016,Petrol,4.1
Maruti Alto 800 2016-2019 LXI,2013,Petrol,2.01
Fiat Punto EVO 1.2 Emotion,2010,Petrol,2.6
Maruti Wagon R VXI BS IV,2012,Petrol,2.35
Mitsubishi Pajero 4X4 LHD,2012,Diesel,9.15
Honda Brio EX MT,2013,Petrol,2.9
Hyundai i20 Asta Option 1.4 CRDi,2017,Diesel,9.18
Hyundai Creta 1.6 SX Plus Petrol Automatic,2016,Petrol,11.45
Honda Amaze S i-VTEC,2017,Petrol,5.53
Mahindra KUV 100 mFALCON G80 K6 Plus,2016,Petrol,3.75
Honda City i-VTEC CVT VX,2018,Petrol,12.5
Mahindra XUV500 AT W10 FWD,2017,Diesel,15.5
Mercedes-Benz New C-Class 220 CDI AT,2013,Diesel,14.5
Renault Duster 110PS Diesel RxZ AMT,2017,Diesel,12.46
Volkswagen Polo 1.2 MPI Comfortline,2014,Petrol,5.25
BMW 5 Series 520d Sedan,2012,Diesel,14.5
Mercedes-Benz S Class 2005 2013 S 350 CDI,2009,Diesel,25.0
Hyundai Santro GLS II - Euro II,2012,Petrol,2.66
Jaguar XJ 3.0L Premium Luxury,2012,Diesel,45.0
Maruti Swift VDI,2015,Diesel,5.1
Honda Amaze S i-Dtech,2014,Diesel,3.5
BMW 3 Series 320d Highline,2011,Diesel,12.5
Hyundai Verna 1.4 EX,2012,Diesel,5.55
Toyota Fortuner 4x2 4 Speed AT,2015,Diesel,19.48
Maruti Swift VXI,2012,Petrol,3.91
Chevrolet Beat LS,2010,Petrol,2.19
Hyundai Grand i10 Asta Option AT,2017,Petrol,6.89
Ford Figo Petrol ZXI,2011,Petrol,3.47
Maruti Swift VXI BSIII,2010,Petrol,2.85
Audi A4 35 TDI Premium,2016,Diesel,25.64
Honda City V MT,2018,Petrol,10.28
Honda Jazz V,2015,Petrol,6.3
Volkswagen Polo 1.5 TDI Highline,2014,Diesel,4.75
Nissan Terrano XL D Option,2013,Diesel,5.8
Land Rover Discovery Sport SD4 HSE Luxury 7S,2016,Diesel,44.5
Hyundai i20 Magna Optional 1.2,2014,Petrol,4.65
Honda City 1.5 E MT,2009,Petrol,3.6
Mahindra XUV500 W10 AWD,2015,Diesel,12.25
Jeep Compass 2.0 Limited Option 4X4,2017,Diesel,20.0
Mahindra XUV500 W10 AWD,2017,Diesel,16.0
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2011,Diesel,6.21
Datsun GO Plus T,2016,Petrol,3.25
Mahindra Scorpio S6 Plus 7 Seater,2016,Diesel,9.75
Honda Amaze S AT i-Vtech,2014,Petrol,4.45
Honda City i-DTEC ZX,2017,Diesel,12.0
Tata Indigo GLE,2008,Petrol,0.8
Hyundai Grand i10 1.2 CRDi Sportz,2018,Diesel,5.95
Hyundai Verna 1.4 CX VTVT,2014,Petrol,5.25
Toyota Innova Crysta 2.4 VX MT,2019,Diesel,22.2
BMW X1 sDrive20d,2012,Diesel,13.5
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2015,Diesel,13.5
Ford Figo Diesel ZXI,2014,Diesel,3.47
Mahindra Ssangyong Rexton RX7,2013,Diesel,9.5
Volkswagen Vento Petrol Highline,2011,Petrol,4.8
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2016,Petrol,6.54
Volkswagen Polo Petrol Comfortline 1.2L,2012,Petrol,3.1
Maruti S Cross DDiS 200 Delta,2015,Diesel,7.99
Toyota Corolla Altis G,2009,Petrol,3.3
Maruti Ertiga ZDI,2015,Diesel,8.75
Hyundai i10 Asta Sunroof AT,2013,Petrol,4.19
Mercedes-Benz CLA 200 CDI Sport,2019,Diesel,30.77
Honda City ZX VTEC,2006,Petrol,2.11
Mahindra KUV 100 G80 K8,2018,Petrol,6.25
Toyota Fortuner 3.0 Diesel,2011,Diesel,11.4
Honda City 1.5 V MT,2011,Petrol,5.2
